#Name	TATA-box	Inr	CCAAT-box	GC-box
PSMD1_1	0	0	0	0
ATP5J_2	0	0	0	0
TBCD_1	0	0	0	1
LEO1_1	0	0	0	0
CNN3_2	0	0	0	0
ITGB2_1	0	1	0	0
HNRNPD_1	0	0	0	0
GID8_1	0	0	0	0
AGO4_1	0	0	0	0
CAPN2_1	0	0	0	0
CHTF8_1	0	0	0	1
HSPB11_1	0	0	0	0
DCTN3_1	0	0	0	0
DDX18_1	0	0	0	0
MBNL1_1	0	0	0	0
ANO3_1	0	0	0	0
AARSD1_1	0	0	0	1
RPL35_1	0	0	0	1
SPATA4_1	0	0	0	1
NCF4_1	1	1	1	0
PPP2R5A_1	0	0	0	0
SQLE_1	0	0	1	1
CHORDC1_1	0	0	0	0
TMEM258_1	0	1	0	0
SIAH3_1	0	0	1	0
FERMT1_1	0	0	0	0
KALRN_2	0	1	0	0
PCTP_1	0	0	0	0
ZNF821_1	0	0	0	0
NHLH1_1	1	0	1	1
TEKT1_1	0	0	1	0
MSX1_1	0	0	1	1
CWC27_1	0	0	0	1
ARHGDIA_1	0	0	1	1
SARAF_1	0	0	0	0
THRAP3_1	0	0	0	0
MYOM1_2	0	0	0	0
C1QC_1	0	0	0	0
KIAA0100_1	0	0	0	1
EHHADH_1	0	1	1	0
CHAD_1	1	1	0	0
EYA3_1	1	0	0	0
SEC31B_1	0	0	0	0
ELOVL4_1	0	0	0	1
TTC7A_1	0	0	1	1
AMACR_1	0	0	0	0
MPHOSPH6_1	0	0	0	1
MAEA_1	1	1	1	1
RPS27A_1	0	0	0	1
MRRF_1	0	0	0	1
RBM19_1	0	0	0	1
ASCC2_1	0	0	0	1
PROKR2_1	0	0	0	0
CPM_1	0	1	1	0
BCAS3_1	0	0	0	1
TICRR_1	0	0	0	1
NCAPH_1	0	1	1	1
VEGFA_1	0	0	0	0
NFU1_1	0	0	0	0
C6orf203_1	0	1	0	0
FAS_1	0	1	0	0
GBE1_1	1	0	0	0
RNPS1_1	0	0	0	0
TBCE_1	0	0	0	1
COPS4_1	0	0	0	0
CDK19_1	0	0	0	1
C9orf16_1	0	0	0	1
ALB_1	1	0	0	0
PIK3R4_1	0	1	0	0
PRKAB2_1	0	1	0	1
EFHC1_1	0	0	0	0
DLX3_1	0	1	1	0
RBBP4_1	0	0	1	1
NUP160_1	0	0	0	1
WBP2_1	0	1	0	0
LEPROT_1	0	1	0	1
HPGDS_1	1	1	0	1
CRYBB2_1	1	1	0	0
CPLX1_1	1	0	0	1
MMD2_1	0	0	0	0
CD82_1	0	0	1	1
NDUFA12_1	0	0	0	0
TMEM129_1	0	0	0	1
HMG14_1	0	1	0	1
RALGAPA1_1	0	0	0	1
GGNBP2_1	0	0	0	0
NTM_1	0	0	0	0
GPALPP1_1	0	1	0	0
APELA_1	0	0	0	0
NMRK2_1	0	0	0	0
RALBP1_1	0	0	0	0
BPGM_1	1	0	1	0
HMGB1_1	0	1	1	1
SYPL1_1	0	0	0	1
STMN3_1	0	1	0	0
CDK9_1	0	0	0	0
DDO_1	0	1	0	0
NONO_1	0	0	1	0
KIF3A_1	0	0	1	1
PRELID3B_1	0	0	0	0
MPV17L2_1	0	0	0	0
DLGAP1_1	0	0	0	1
PRPS2_1	0	0	0	1
IL6ST_1	0	0	0	1
MRPS22_1	0	0	0	0
RTN4_1	0	0	1	1
ANXA1_1	1	0	0	0
NSA2_1	0	0	0	0
PYROXD1_1	0	0	1	0
EDIL3_1	0	0	0	1
HIC1_1	1	0	0	0
C1QA_1	0	1	0	0
PCID2_1	0	0	1	1
MBD4_1	0	0	0	0
SOCS4_1	0	1	0	0
MRPL46_1	0	0	0	0
MCCC1_1	0	0	0	0
POP4_1	0	0	0	0
CDH19_2	0	0	0	0
GAP43_1	0	0	0	0
MED30_1	0	1	0	1
CPA1_1	0	0	0	1
CNTFR_2	0	0	1	1
AP1S3_1	0	0	0	0
WARS_1	0	0	0	0
ASCC1_1	0	0	0	1
SYT13_1	0	0	1	0
POC5_1	0	0	1	1
CLCC1_2	0	0	0	1
RFTN2_1	0	0	0	0
RGS19_1	0	1	0	0
MCM8_1	0	0	0	0
SELENOO_1	0	0	1	1
ACAT1_1	0	0	1	1
CEP57_1	0	1	1	1
TMEM159_1	0	0	0	1
NFKBIZ_1	0	0	0	0
FKBP8_1	0	0	1	0
DIAPH1_1	0	1	0	1
CCDC18_1	0	0	0	1
MED6_1	0	1	0	1
CD38_2	0	0	0	0
USP31_1	0	0	0	1
GLTP_1	0	0	0	1
CORO2B_1	0	0	0	0
CD38_1	0	0	0	0
RAP1B_1	0	0	0	1
AHCTF1_1	0	0	0	1
ADAT1_1	0	0	0	1
CDCA7_1	0	0	0	0
SLC35G2_1	0	0	0	1
JCHAIN_1	1	0	0	0
SORCS2_1	0	1	0	1
JAK2_1	0	0	0	1
JMJD1C_3	0	0	0	1
MAML2_1	0	0	0	1
SNTB1_1	0	0	0	0
ATP6V0B_1	0	0	1	1
MSMO1_1	0	0	1	1
AP4B1_1	0	0	0	0
EWSR1_1	0	0	0	1
ATP23_1	0	0	1	1
NDUFB3_1	0	0	0	0
PCYT2_1	0	1	0	1
DNAJB9_1	0	1	0	1
PARP4_1	0	0	0	0
MRPL18_1	0	0	1	1
PLAT_1	0	1	0	0
DNAJC7_1	0	1	0	1
PACSIN2_2	0	0	0	0
TMED3_1	0	0	0	0
FABP6_1	0	0	0	0
CYTL1_1	1	1	0	1
GPHN_1	0	1	0	1
IGSF21_1	0	1	0	1
AQP2_1	0	0	0	0
RALGAPA1_2	1	0	0	1
AKAP1_2	0	0	1	0
GYPC_1	0	1	1	0
SMIM8_1	0	0	0	1
DCLRE1B_1	0	1	0	1
SENP6_1	0	0	0	0
VLDLR_1	1	0	0	0
SINHCAF_1	0	0	0	0
PP1M_M21_subunit_1	0	0	0	1
TMPO_1	0	0	1	0
ZDHHC7_1	0	1	0	0
PTPRJ_1	0	0	0	1
MAST4_2	0	0	0	0
TMEM182_1	0	1	1	0
MAFK_1	0	0	0	1
COL14A1_1	1	0	0	1
PLOD2_1	0	0	0	0
CCNDBP1_1	0	0	0	1
ATP6V1D_1	0	0	0	1
PTPRK_1	0	0	0	0
VIM_1	1	0	1	1
BTD_1	0	1	1	0
TMEM203_1	0	1	0	0
SPATA5L1_1	0	0	0	0
PTRH2_1	0	0	0	1
KIAA0586_1	0	0	0	0
ATP6AP2_1	0	0	1	1
GTPBP4_2	0	0	0	1
THAP5_1	0	0	1	0
HYKK_1	0	0	0	0
FGFR1OP2_1	0	0	1	0
DHCR7_1	0	0	1	1
CASC3_1	0	0	0	0
TMEM104_2	0	0	0	0
EXD2_1	0	0	0	0
DPY30_1	0	1	0	1
RAB8A_2	1	1	0	0
TNNI2_1	0	0	1	1
ATP6V1H_1	0	1	0	1
CDK7_2	0	0	0	0
PHKB_1	0	0	0	0
TOLLIP_1	0	0	0	0
TKFC_1	0	0	0	0
SKIL_1	0	0	0	0
LMO2_1	0	1	0	1
TPGS1_1	0	0	1	0
MAK16_1	0	0	0	1
THUMPD2_1	0	0	0	0
CDC25A_1	0	0	0	1
TMEM9B_1	0	0	0	1
DYNC1I2_1	0	0	0	0
USP15_1	0	0	0	0
RNF219_1	0	0	0	0
VTA1_1	0	0	0	1
IL2RG_1	0	0	0	0
CA2_2	0	0	0	0
CD151_1	0	0	0	1
RAPSN_1	0	0	1	0
CUL4B_1	0	0	0	1
ASXL1_1	0	0	0	1
MCUB_1	0	0	1	0
RIN2_1	1	1	0	1
GPM6B_1	0	1	0	1
VSX1_1	0	0	0	1
ASCC3_1	0	0	0	0
PIGM_1	0	0	0	0
MOSPD2_1	0	0	1	1
cNFI-C_1	0	1	0	0
THOC7_1	0	1	0	0
SSBP3_1	0	0	0	1
PSMD2_1	0	0	0	1
CEP120_1	0	0	0	1
PLP1_1	1	0	0	1
GLT1D1_1	0	0	0	0
GALM_1	0	1	0	0
CSRP2_1	0	0	0	0
PPM1B_2	0	1	1	0
COX7A2L_1	0	0	0	1
SEMA3D_1	0	0	0	0
SLCO4A1_1	0	1	0	0
HDDC2_1	0	0	0	1
DR1_1	0	0	0	0
MCM2_1	0	0	0	0
CECR2_1	0	0	0	0
HAUS2_1	0	0	0	0
MEGF10_1	0	0	0	1
COMP_1	0	1	0	0
NSUN3_1	0	0	0	0
CTTNBP2_1	0	1	0	1
COL9A1_1	1	0	0	1
SCP2_1	0	1	0	0
CIB1_2	0	0	0	0
SNX17_1	0	0	1	0
FCF1_1	0	0	0	1
EXOC7_1	0	0	0	0
FAM114A2_1	0	1	0	0
SEPT9_1	0	1	0	1
KIT_1	0	1	0	0
MICU3_1	0	1	0	0
C2orf69_1	0	0	0	0
TSPAN12_1	0	0	0	0
TMEM104_1	0	0	0	0
ESD_1	0	0	0	1
ELOVL6_1	0	0	0	0
PRPF3_1	0	0	1	0
AAMP_1	0	0	0	0
CCNYL1_1	0	0	0	1
EFHB_1	0	0	0	1
CBLL1_2	0	0	0	0
RFXANK_2	0	0	0	0
ITGB5_1	0	0	0	1
MANEA_1	0	0	0	1
ZPR1_1	0	0	0	1
C2CD2L_1	0	0	0	0
SLC35C2_1	0	0	1	0
SERBP1_1	0	0	0	0
BLB2_1	0	1	0	1
MYOG_1	0	0	0	0
TMEM173_1	0	0	1	1
MRPL13_1	0	0	0	1
MYL10_1	1	0	0	0
CCT2_1	0	1	0	0
SEC23B_1	0	0	0	1
RMDN1_1	0	0	0	0
GLRX2_1	0	0	0	1
TNKS_1	0	0	0	1
ARHGAP40_1	0	0	0	1
C12orf65_1	0	1	1	0
C16orf45_1	0	0	0	0
CPN1_1	0	1	0	0
STOM_1	0	1	0	1
AZIN1_1	1	0	0	0
SLC2A8_2	0	0	0	0
SOX18_1	1	0	0	1
WDYHV1_2	0	0	0	0
C12orf57_1	0	1	0	0
SLC44A3_1	0	1	0	0
PSMC2_1	0	1	0	0
UCP3_1	0	0	0	1
CDKAL1_1	0	0	0	1
G2E3_1	0	0	0	0
COX16_1	0	0	0	0
QTRT2_1	0	0	0	0
C11orf31_1	0	1	0	1
CTCF_1	0	1	0	1
LHFPL3_1	0	0	0	1
PPP1CC_1	1	0	0	0
HSBP1_1	0	0	0	0
HERPUD2_1	0	1	0	1
NFASC_1	0	0	0	1
RHOA_1	0	0	1	1
LRRC57_1	0	0	0	1
Agrp_1	1	0	0	0
PCBD1_1	0	1	0	0
APMAP_1	0	1	0	0
ESCO2_1	0	0	1	0
BHLHE22_1	0	1	0	0
C3AR1_1	0	1	0	0
CYB5B_1	0	0	1	0
SLC25A32_1	0	0	0	0
RPL7_1	0	1	0	0
C11orf74_1	0	0	0	0
ENOX2_1	0	0	0	1
DTNBP1_2	0	0	0	1
LSM8_1	0	0	1	1
CAMKK2_2	0	0	0	0
TMEM59L_1	0	0	0	0
PMEPA1_2	0	0	0	0
ALYREF_1	0	0	0	1
PSMG3_1	0	0	0	1
SLC6A6_1	0	0	0	1
TRMT5_1	0	0	0	1
C_1	0	0	1	1
ECHDC2_1	0	0	0	1
FOXP2_1	0	0	1	0
SASH1_1	0	0	0	0
ARMC8_1	0	1	1	0
ARIH1_2	0	1	0	1
CHFR_1	0	0	0	1
HPF1_1	0	0	0	1
ZBTB17_1	0	0	0	1
COQ3_1	0	0	0	0
RAD51D_1	0	0	0	0
DCAKD_1	0	0	1	0
TXNL4B_1	0	1	0	1
DSTN_1	0	1	1	1
GABRA1_1	0	0	0	1
TWISTNB_1	0	1	0	0
IQCK_1	0	0	0	0
FGB_1	1	1	0	0
ASMTL_1	1	0	0	0
PIP4K2A_1	0	0	0	1
TXN2_1	0	0	1	1
FASN_2	0	0	0	0
C15orf41_2	0	0	0	0
ELOVL2_1	1	1	0	0
DDX54_1	0	0	0	1
NFATC3_1	0	0	0	0
XPO7_1	0	1	0	0
H2AFY_1	0	0	0	1
PDZK1IP1_1	0	1	0	1
VAMP4_1	0	0	0	1
TNFAIP1_1	0	0	0	0
SDF4_1	0	0	0	0
PLEKHB1_1	0	0	0	1
PRIM1_1	0	0	0	1
RPL6_1	0	0	0	0
MAP7_1	0	0	0	1
ZNF207_1	0	0	1	0
TFB1M_1	0	0	0	0
CCAR1_1	0	0	0	1
SRI_1	0	0	0	1
FAM53A_1	0	0	1	1
TMEM70_1	0	0	0	0
FOS_1	1	1	0	0
YWHAH_1	0	1	0	0
HMOX2_1	0	0	1	1
COQ5_1	0	0	0	1
SLC5A1_1	0	0	0	1
FAM213A_1	0	0	0	0
PLA2R1_1	0	0	0	1
SOD2_1	0	1	0	1
ST7L_1	0	0	0	1
HMGB2_1	0	1	1	0
ACYP2_1	0	0	0	0
AHSA1_1	0	1	0	0
lasp-2_1	0	0	0	0
SESN1_1	0	1	0	1
EVL_1	0	1	0	0
MYOZ2_1	0	1	1	0
TCEB1_1	0	0	0	1
RPA1_1	0	0	0	1
NTPCR_1	0	0	0	1
TRIM2_1	0	1	0	0
ANKRD50_1	0	0	0	1
CNTN5_1	0	0	0	1
RAD17_1	0	0	0	0
ZNF706_1	0	0	1	1
VPS53_1	0	1	0	1
CSNK1G1_2	0	1	0	1
DNAJB12_1	0	0	0	1
SIL1_2	0	0	0	0
VAPB_1	0	0	0	0
ARL14EP_1	0	0	1	1
UQCRB_1	0	0	0	1
WDR70_1	0	0	0	1
ACLY_1	1	0	1	0
ABCC1_1	0	0	0	1
NADK_1	0	0	0	0
COL6A1_1	0	0	0	0
S100A1_1	0	1	0	0
ALDH1A1_1	1	0	1	0
ANKS1B_1	0	0	0	1
IDNK_1	0	0	0	0
TDRD7_1	0	0	0	1
UBTD2_1	0	1	0	0
XRCC3_1	0	0	0	0
HK1_2	0	0	0	0
PLD5_1	0	0	0	0
KIAA1644_1	0	0	0	1
UBN1_1	0	1	1	0
DBX1_1	1	0	1	0
CSNK1E_1	0	1	0	0
ADCY5_1	0	0	0	0
AP3M1_1	0	1	0	1
PPP2R2C_1	0	0	0	0
ACOT8_1	0	0	1	1
LMO4_1	0	0	0	0
WSB1_1	0	1	0	0
ETFDH_1	0	0	0	0
JMJD4_1	0	0	0	0
P2RY6_1	0	1	0	1
TMEM181_1	0	0	0	1
C9orf116_1	0	0	0	1
KARS_2	0	0	0	1
GTDC1_2	0	0	0	0
PSEN2_1	0	1	0	0
RMI2_1	0	0	0	0
KAT2A_1	0	1	0	0
TRMT61A_1	0	1	0	0
RBM17_1	0	0	0	0
TRMT13_1	0	0	0	0
COG2_1	0	0	0	1
CDH12_1	0	0	1	1
IFT20_1	0	1	0	0
HLX_2	0	0	0	0
SLC26A3_1	0	0	0	0
DEF6_1	0	1	0	0
RTRAF_1	0	0	1	1
DOHH_1	0	0	0	0
UXS1_1	0	0	0	1
PIGK_1	0	0	0	0
CALCA_1	1	1	1	0
QKI_1	0	0	0	0
UBR4_1	0	0	0	1
DNAJC9_1	0	0	0	1
METTL14_1	0	0	0	0
TSPO_1	0	0	0	0
ARMC1_1	0	0	0	1
EGFL7_1	1	1	0	0
HAPLN3_1	0	1	0	0
MAL2_1	0	0	0	1
RACGAP1_1	0	1	1	0
MRPS18C_1	0	0	1	0
SMCO4_2	0	0	0	0
PHF12_1	0	1	0	1
ATL1_1	0	1	0	0
EDKM-b_1	0	0	0	1
PSMB2_1	0	0	1	1
CDC42SE2_1	0	1	0	1
PQLC2_1	0	0	0	1
ITPR1_1	1	1	0	0
AAGAB_1	0	0	0	0
CRYBB1_1	1	0	0	0
FAM180A_1	0	0	0	0
CCDC59_1	0	0	0	0
SEPT3_1	0	1	0	0
PTCD2_1	0	1	0	1
SF3B5_1	0	1	0	0
MAOA_1	0	0	0	1
CSTB_1	0	0	0	0
COX10_1	0	1	0	1
TP63_1	1	0	0	1
GTF2A2_1	0	0	0	0
IL13RA2_1	1	0	0	0
DLG1_1	0	1	0	1
MDM1_1	0	0	0	0
EEF1A2_1	1	0	0	1
NMI_1	0	1	0	0
AAMP_2	0	0	0	1
SEH1L_1	0	0	0	1
SERINC5_1	0	0	0	1
LIMK1_1	0	0	0	1
APLF_1	0	0	0	1
COA7_1	0	0	0	0
SDF2_1	0	1	0	0
RFC2_2	0	0	0	1
PAIP1_2	0	0	0	1
MRPL14_1	0	0	0	1
LPCAT2_1	0	0	0	1
RPS6KA_1	0	1	0	0
HSPA9_1	0	0	0	0
MDH2_1	0	0	0	0
GPATCH11_1	0	0	0	0
NRSN1_1	0	0	0	0
ITGB1_1	0	1	0	1
C17orf113_1	0	0	0	0
MED10_1	0	1	0	1
GPR149_1	0	0	0	1
RALA_1	0	1	0	1
STK17B_1	0	1	1	0
LZTR1_1	0	0	1	1
PKIG_2	0	0	0	0
STK16_1	0	0	0	1
MSRA_1	0	1	0	1
ADD1_1	0	1	1	0
COMMD8_1	0	0	0	0
ALDH4A1_1	0	0	0	0
SEC62_1	0	1	0	1
SRPRA_1	0	1	1	1
G0S2_1	1	1	0	0
ALG5_1	0	0	0	1
APOBEC2_1	0	0	0	0
ZDHHC3_1	0	0	1	0
TMEM242_1	0	0	1	0
YIPF4_1	0	0	1	1
HEMK1_1	0	0	1	1
DUS4L_1	0	0	0	0
MRPL35_1	0	1	1	1
CEP112_1	0	0	0	0
NEK6_1	0	0	0	0
SLC44A5_1	0	0	1	0
CFI_1	0	0	0	0
FOXA2_2	1	0	0	0
HMG20A_1	0	0	0	0
ACP1_1	0	0	0	0
ER81_1	0	1	1	0
POMT1_1	0	1	1	0
IDE_1	0	1	0	0
ENPP6_1	0	0	0	1
TMEM41B_1	0	0	0	1
TRMU_1	0	0	0	1
FARSB_1	0	1	0	1
AS3MT_1	0	0	0	0
SWAP70_1	0	0	0	0
ZNF622_1	0	0	0	0
MCM3AP_1	0	0	0	0
CDH1_1	0	1	0	1
RFFL_2	0	0	0	1
PFDN1_1	0	0	1	0
NUP93_1	0	1	1	0
FETUB_1	1	0	0	0
CENPF_1	0	0	1	1
CHST3_1	0	0	0	1
NKD1_1	0	1	0	1
AGPAT3_1	1	0	0	0
BEND5_1	0	0	0	0
CAPRIN1_1	0	1	0	0
SNX27_1	0	0	0	1
METAP1D_1	0	0	0	0
GNS_1	0	0	0	1
SRSF7_1	0	0	0	0
TANGO2_2	0	0	0	0
TXNRD3_1	0	0	1	0
PAX6_1	0	0	0	0
LAMTOR3_1	0	0	0	0
NTRK1_1	0	0	0	1
PRNP_1	1	0	0	0
HHIP_1	1	0	0	0
ACADS_1	0	1	0	1
FBXW2_1	0	0	0	0
NDUFB6_1	0	1	0	0
RLI_1	0	1	0	1
KRTCAP3_1	0	0	0	0
GGA3_1	0	0	0	0
ARHGAP26_2	0	1	1	1
SEMA3B_2	0	0	0	0
CCND2_1	0	1	0	0
CYP39A1_2	0	0	0	0
PPAT_1	0	0	0	0
ACTA1_1	1	0	0	0
SYNGR2_1	0	0	0	1
MMP7_1	1	0	0	1
ALKBH1_1	0	0	0	0
IMPA1_1	0	1	0	0
CERK_1	0	0	0	1
CRYZL1_3	0	1	1	1
TRIM29_1	0	0	0	0
NT5C1A_1	0	0	0	1
IAH1_1	0	0	0	0
DLD_1	0	0	0	1
CNNM2_1	0	1	1	1
NDUFS6_1	0	0	0	1
RAB3C_1	0	1	0	1
RGS18_1	1	0	0	1
EPDR1_2	0	0	0	0
TMEM123_1	0	1	0	1
NTRK3_1	0	0	0	1
fndc4_1	0	0	0	1
AIFM2_1	0	0	0	1
AARS2_1	0	0	0	0
FBXL4_1	0	0	0	1
EMC2_1	0	0	0	1
LITAF_1	0	0	0	0
POC1A_1	0	0	0	1
PRRX1_1	0	1	0	1
PPP2R2B_1	0	0	0	0
HBE_1	1	0	1	1
PGAP2_1	0	0	0	1
ATP6V1B2_1	1	1	0	1
PDLIM7_1	1	0	0	0
CALM_1	1	1	0	1
CCND1_1	0	1	0	1
CKB_1	1	0	1	1
NAA35_1	0	0	0	1
HCN2_1	0	0	0	1
WDR61_1	0	1	0	0
NDUFA1_1	0	0	1	0
THG1L_1	0	0	0	1
NUDT13_1	0	0	0	0
CTSO_1	0	1	0	1
RASL11B_1	0	0	1	1
C11orf70_1	0	0	0	1
ERI1_1	0	0	0	1
METTL5_1	0	0	0	0
NRCAM_3	0	0	0	0
FOXP4_1	0	0	0	1
PHLDA2_1	1	1	0	1
BCAS2_1	0	0	0	1
PALD1_1	0	1	0	1
SPATS2L_1	0	0	0	1
PSMA3_1	0	1	1	1
SAP18_1	0	1	0	0
SFT2D2_1	0	0	0	1
NAMPT_1	0	0	1	1
NEDD1_1	0	1	0	0
SLAIN2_1	0	0	0	0
VMP1_1	0	0	0	0
GFM2_1	0	0	0	0
NHP2_1	0	0	1	1
HMCES_1	0	0	0	0
OTOR_1	1	0	1	0
STK4_1	0	0	0	1
EIF3D_1	0	0	0	0
DNAJB5_1	0	0	0	0
VTN_1	0	1	0	0
PRKRIP1_1	0	0	0	1
PMPCA_1	0	0	0	1
ITM2B_1	0	1	0	1
KANSL1_1	0	0	0	0
ACTR1A_1	0	0	0	0
ADAM12_1	0	0	0	1
COA3_1	0	0	1	1
RPS21_1	0	0	1	0
MLST8_1	0	0	0	0
E2F4_1	0	0	0	1
MBNL3_1	1	0	0	0
SDC3_1	0	0	0	1
RPP38_1	0	0	0	1
GYG1_1	0	0	0	0
RET_1	0	0	0	0
TPGS2_1	0	1	0	0
GEM_1	1	0	0	0
HBS1L_1	0	0	0	1
Lrrn1_2	0	0	0	0
JAM2_2	0	0	0	0
C18orf32_1	0	0	0	1
THNSL2_1	0	0	0	1
MELK_1	0	0	0	0
PGM2_1	0	0	0	0
PAMR1_1	0	0	0	0
HSD11B1L_1	0	0	0	0
TM2D3_1	0	0	0	0
SLC52A3_1	0	1	0	1
ALAS1_1	1	0	1	1
NT5C2_2	0	0	0	1
MGST3_1	0	0	0	0
APBB1IP_1	0	1	0	0
ETFRF1_1	0	1	0	0
ACVR2B_1	0	0	0	0
PDSS1_1	0	0	0	1
YIPF1_1	0	1	1	1
RBPMS2_1	0	0	0	1
SLC35A3_1	0	0	0	0
LMBR1_1	0	0	0	0
PTPRS_1	0	0	0	1
ACAD8_1	0	0	1	0
REEP1_1	0	1	0	1
MRPL3_1	0	0	0	0
PWP1_1	0	1	0	1
BEND7_1	0	1	0	0
ITIH5_1	0	1	0	0
AMIGO2_1	0	0	0	1
SEC61G_1	0	0	0	1
TIMM17A_1	0	1	0	1
LMF2_1	0	0	0	1
MB_1	1	1	0	0
CDH6_1	1	1	1	0
TAPT1_2	0	0	0	1
HDAC4_2	0	0	0	0
GPD1L_1	0	0	0	1
LPAR1_1	0	0	0	0
GLS_1	0	1	1	0
GPR107_1	0	0	0	1
TBC1D7_1	0	0	0	1
HECW1_1	0	0	0	1
MAGT1_1	0	0	1	0
NRXN1_1	0	0	0	1
STK11_1	0	0	0	0
TCEANC2_1	0	0	0	0
TDP2_1	0	1	0	0
GTPBP4_1	0	0	0	0
PIGH_1	0	0	0	0
ATAD1_1	0	0	0	0
KIF1BP_1	0	0	0	0
ABHD11_1	0	0	0	1
GADD45G_1	1	0	1	0
TAF3_1	0	0	0	0
CCR7_1	1	0	0	1
DECR1_1	0	1	0	1
CA9_1	1	0	0	1
TMEM174_1	1	0	0	0
NPFF_1	0	0	0	1
CISH_1	0	1	0	0
DYNC1H1_1	1	0	0	1
TAF12_1	0	0	0	0
TNC_1	1	0	1	0
MYEF2_1	0	1	0	1
CFL2_1	0	0	0	1
CEP170_1	0	0	0	1
GPS1_1	0	0	0	0
DERA_1	0	0	0	1
DEPDC1_1	0	1	1	1
MSH2_1	0	0	0	0
XPOT_1	0	0	0	1
MSL3_1	0	0	0	0
SOCS3_1	1	1	0	0
BLNK_1	0	0	0	1
CCT4_2	0	0	0	0
BCCIP_1	0	0	0	0
EFCAB11_1	0	0	0	1
HMMR_1	0	1	1	0
NECAP2_1	0	0	1	1
S100A10_1	0	1	0	1
KRT19_1	1	0	1	0
MRPL44_1	0	0	0	0
VSTM4_1	0	0	0	0
DPCD_1	0	1	0	0
ACO1_1	0	0	0	1
BAIAP2_1	1	0	0	1
TPH2_1	1	1	0	0
LYZ_1	1	0	1	1
DEK_1	0	0	0	1
SURF2_1	0	0	0	1
HENMT1_1	0	0	0	1
PMPCB_1	0	1	0	0
GALNS_1	0	0	0	1
ODF2_1	0	1	0	1
GPI_1	1	1	0	0
SAP130_1	0	1	1	0
SERTAD2_2	0	0	0	1
SUGP2_1	0	1	0	0
ARID2_1	0	0	0	1
EHD3_1	0	0	0	0
GUCA1A_1	0	1	1	1
ZNF410_1	0	1	0	0
GPN2_1	0	1	0	1
RIPOR1_1	0	0	0	0
H2B-VIII_1	1	0	1	0
SMIM5_1	0	0	0	1
STRA6_2	0	0	0	1
RCOR3_1	0	0	0	1
MKRN2_1	0	0	0	1
JMJD1C_1	0	0	0	1
ORC1_1	0	0	0	1
MRAS_2	0	0	0	0
RBPMS_1	0	0	0	1
TMEM220_1	0	0	0	0
EMC7_1	0	1	0	0
CDK2AP1_1	0	1	0	1
NR2F2_1	0	1	0	0
SPPL2B_1	0	0	1	1
PHC1_1	0	1	0	1
CXXC5_1	0	0	0	0
Lrrn1_1	0	0	1	1
LZTFL1_1	0	0	0	0
KRT5_1	1	1	0	1
CAD_1	0	0	0	0
CHAC1_1	1	0	0	1
SMARCD1_1	0	0	0	1
TADA2A_1	0	0	0	0
AK1_1	0	0	0	0
RSU1_2	0	1	1	1
SMC2_1	0	1	0	0
SHISA2_1	1	1	0	0
STIM1_1	0	0	0	1
DLGAP4_1	0	1	0	1
UBE2G2_1	0	0	0	1
ASTL_1	1	0	1	0
STX18_1	0	1	0	0
T_1	1	0	1	0
CDS2_1	0	0	0	1
IARS2_1	0	0	0	1
SELK_1	0	0	0	0
CTH_1	0	1	1	1
RRM2B_1	0	1	0	1
RTKN2_1	0	1	0	0
RRP9_1	0	0	0	0
ATP5S_1	0	0	0	0
CASP6_1	0	0	0	0
PDIA5_1	0	1	0	1
TRIAP1_1	0	0	0	0
UCHL3_1	0	1	0	1
TFIP11_1	0	0	0	1
JMJD7_1	0	0	1	0
SLC39A11_1	0	0	0	1
PSMC6_1	0	1	0	0
VTN_2	0	0	0	0
MET_1	0	0	0	1
HDGFL2_1	0	0	1	1
P2RX1_1	0	0	0	0
FOXJ1_1	1	0	1	1
FAM126A_1	0	0	1	1
CNTFR_1	1	0	0	0
ABRAXAS1_1	0	0	1	0
CCDC94_1	0	0	1	1
B4GALT4_1	0	1	0	1
SCPEP1_1	1	0	0	1
PPP1R1C_1	0	1	0	0
BTRC_1	0	0	0	1
DCUN1D3_2	0	0	0	0
SNAPC1_1	0	0	0	0
SLC22A16_1	0	1	0	1
SFN_1	0	1	0	1
BCL6_1	0	0	0	0
C2orf49_1	0	0	1	1
GPX8_1	0	0	0	1
CRIP2_1	0	0	0	0
FNDC3A_2	0	0	0	1
ARMC6_1	0	1	0	0
PACSIN2_1	0	1	1	0
SCD5_1	0	1	1	0
ATP1A1_1	0	0	0	1
FRA10AC1_1	0	0	0	0
AQP9_1	0	0	1	0
LDB1_2	0	0	0	0
OXNAD1_1	0	1	0	0
WISP2_1	1	0	0	0
GCC1_1	0	0	0	1
CX3CL1_1	0	1	0	0
CNPPD1_1	0	0	0	0
PLCG1_1	0	0	0	1
FAAH_1	0	1	0	0
SALL4_1	1	0	0	1
TNFRSF11B_1	1	0	0	0
RCC1L_1	0	1	0	0
TOM1L1_1	0	0	0	1
CAB39L_1	0	0	0	0
CCK_1	1	0	0	1
EFNB1_1	0	0	1	1
AP4S1_1	0	1	0	0
PRKAG1_1	0	0	0	0
HPGD_1	0	0	0	0
MYL3_1	1	0	1	0
DEGS1_1	1	1	0	1
DCX_1	0	1	1	1
NADSYN1_1	0	0	1	1
LPP_1	0	0	0	0
ZCCHC9_1	0	0	0	0
SNTG1_1	0	1	0	0
